Authors,Author full names,Author(s) ID,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Albertus P.; Christensen J.; Newman J.,"Albertus, Paul (23011462100); Christensen, Jake (26632843700); Newman, John (7401659756)",23011462100; 26632843700; 7401659756,2009,187,10.1149/1.3129656,https://www.scopus.com/pages/publications/65949108376?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Knehr K.W.; Hodson T.; Bommier C.; Davies G.; Kim A.; Steingart D.A.,"Knehr, Kevin W. (36961051800); Hodson, Thomas (57193012274); Bommier, Clement (55830000200); Davies, Greg (56666600500); Kim, Andrew (56982326700); Steingart, Daniel A. (7801388816)",36961051800; 57193012274; 55830000200; 56666600500; 56982326700; 7801388816,2018,123,10.1016/j.joule.2018.03.016,https://www.scopus.com/pages/publications/85045555976?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Jiang Z.; Li J.; Yang Y.; Mu L.; Wei C.; Yu X.; Pianetta P.; Zhao K.; Cloetens P.; Lin F.; Liu Y.,"Jiang, Zhisen (57213144237); Li, Jizhou (55373184200); Yang, Yang (55977824200); Mu, Linqin (56531442100); Wei, Chenxi (57193446870); Yu, Xiqian (25523001600); Pianetta, Piero (7006447472); Zhao, Kejie (35308270300); Cloetens, Peter (7004115610); Lin, Feng (55242415600); Liu, Yijin (14625298600)",57213144237; 55373184200; 55977824200; 56531442100; 57193446870; 25523001600; 7006447472; 35308270300; 7004115610; 55242415600; 14625298600,2020,240,10.1038/s41467-020-16233-5,https://www.scopus.com/pages/publications/85084721650?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Olivares B.E.; Cerda Muñoz M.A.; Orchard M.E.; Silva J.F.,"Olivares, Benjamín E. (55358711400); Cerda Muñoz, Matías A. (55359365000); Orchard, Marcos E. (24724980200); Silva, Jorge F. (57213105932)",55358711400; 55359365000; 24724980200; 57213105932,2013,206,10.1109/TIM.2012.2215142,https://www.scopus.com/pages/publications/84872093306?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhu X.; Schülli T.U.; Yang X.; Lin T.; Hu Y.; Cheng N.; Fujii H.; Ozawa K.; Cowie B.; Gu Q.; Zhou S.; Cheng Z.; Du Y.; Wang L.,"Zhu, Xiaobo (55986518300); Schülli, Tobias U. (6603339844); Yang, Xiaowei (57201329028); Lin, Tongen (57202442943); Hu, Yuxiang (55963038900); Cheng, Ningyan (55832805700); Fujii, Hiroki (7403071039); Ozawa, Kiyoshi (7402188229); Cowie, Bruce (7004936892); Gu, Qinfen (37009098300); Zhou, Si (55206527800); Cheng, Zhenxiang (59117621900); Du, Yi (52063080400); Wang, Lianzhou (35235296900)",55986518300; 6603339844; 57201329028; 57202442943; 55963038900; 55832805700; 7403071039; 7402188229; 7004936892; 37009098300; 55206527800; 59117621900; 52063080400; 35235296900,2022,100,10.1038/s41467-022-28963-9,https://www.scopus.com/pages/publications/85126873180?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Stratford J.M.; Mayo M.; Allan P.K.; Pecher O.; Borkiewicz O.J.; Wiaderek K.M.; Chapman K.W.; Pickard C.J.; Morris A.J.; Grey C.P.,"Stratford, Joshua M. (57191572257); Mayo, Martin (55934032600); Allan, Phoebe K. (35489975700); Pecher, Oliver (26031722100); Borkiewicz, Olaf J. (14013567100); Wiaderek, Kamila M. (22936036500); Chapman, Karena W. (34976315900); Pickard, Chris J. (7006725779); Morris, Andrew J. (57211064308); Grey, Clare P. (7006250961)",57191572257; 55934032600; 35489975700; 26031722100; 14013567100; 22936036500; 34976315900; 7006725779; 57211064308; 7006250961,2017,152,10.1021/jacs.7b01398,https://www.scopus.com/pages/publications/85020044980?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Deng Y.; Eames C.; Fleutot B.; David R.; Chotard J.-N.; Suard E.; Masquelier C.; Islam M.S.,"Deng, Yue (57209553150); Eames, Christopher (56382982400); Fleutot, Benoit (23993818700); David, Rénald (54789639800); Chotard, Jean-Noël (10142557200); Suard, Emmanuelle (55395632800); Masquelier, Christian (7003700196); Islam, M. Saiful (60157402600)",57209553150; 56382982400; 23993818700; 54789639800; 10142557200; 55395632800; 7003700196; 60157402600,2017,190,10.1021/acsami.6b14402,https://www.scopus.com/pages/publications/85014224794?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Qiao R.; Wang Y.; Olalde-Velasco P.; Li H.; Hu Y.-S.; Yang W.,"Qiao, Ruimin (45561506200); Wang, Yuesheng (55733751600); Olalde-Velasco, Paul (8727424300); Li, Hong (56090680100); Hu, Yong-Sheng (55541217100); Yang, Wanli (7407760212)",45561506200; 55733751600; 8727424300; 56090680100; 55541217100; 7407760212,2015,129,10.1016/j.jpowsour.2014.10.013,https://www.scopus.com/pages/publications/84908179656?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yang G.; Huang J.; Wan X.; Zhu Y.; Liu B.; Wang J.; Hiralal P.; Fontaine O.; Guo Y.; Zhou H.,"Yang, Guoshen (57207758044); Huang, Jialei (57273224800); Wan, Xuhao (57220923163); Zhu, Yachao (57215548413); Liu, Binbin (58209859900); Wang, Jiawei (58490033700); Hiralal, Pritesh (24343740900); Fontaine, Olivier (24338044200); Guo, Yuzheng (57212025887); Zhou, Hang (55716806100)",57207758044; 57273224800; 57220923163; 57215548413; 58209859900; 58490033700; 24343740900; 24338044200; 57212025887; 55716806100,2021,106,10.1016/j.nanoen.2021.106500,https://www.scopus.com/pages/publications/85115774968?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Chen H.; Buston J.E.H.; Gill J.; Howard D.; Williams R.C.E.; Rao Vendra C.M.; Shelke A.; Wen J.X.,"Chen, Haodong (55641639600); Buston, Jonathan E.H. (6602313175); Gill, Jason (57190381088); Howard, Daniel (57218122917); Williams, Rhiannon C.E. (57218123397); Rao Vendra, Chandra M. (57218114058); Shelke, Ashish (57197802032); Wen, Jennifer X. (57201586904)",55641639600; 6602313175; 57190381088; 57218122917; 57218123397; 57218114058; 57197802032; 57201586904,2020,134,10.1016/j.jpowsour.2020.228585,https://www.scopus.com/pages/publications/85087942625?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Whittingham M.S.; Siu C.; Ding J.,"Whittingham, M. Stanley (8348104500); Siu, Carrie (57200213833); Ding, Jia (55978870100)",8348104500; 57200213833; 55978870100,2018,102,10.1021/acs.accounts.7b00527,https://www.scopus.com/pages/publications/85042321447?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Flores E.; Novák P.; Berg E.J.,"Flores, Eibar (57202765374); Novák, Petr (57203049535); Berg, Erik J. (56326699100)",57202765374; 57203049535; 56326699100,2018,115,10.3389/fenrg.2018.00082,https://www.scopus.com/pages/publications/85052879566?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Panchal S.; Dincer I.; Agelin-Chaab M.; Fraser R.; Fowler M.,"Panchal, S. (56136636100); Dincer, I. (56278550500); Agelin-Chaab, M. (36994531600); Fraser, R. (7402280137); Fowler, M. (7202512208)",56136636100; 56278550500; 36994531600; 7402280137; 7202512208,2017,162,10.1016/j.ijheatmasstransfer.2017.03.005,https://www.scopus.com/pages/publications/85014581761?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Popp H.; Koller M.; Jahn M.; Bergmann A.,"Popp, Hartmut (55307976000); Koller, Markus (57200645902); Jahn, Marcus (57207874754); Bergmann, Alexander (35751240300)",55307976000; 57200645902; 57207874754; 35751240300,2020,112,10.1016/j.est.2020.101859,https://www.scopus.com/pages/publications/85091340815?origin=resultslist,passed_stage1,"charge, voltage, discharge, current",passed_stage2,"charge, discharge",relevant
Canepa P.; Sai Gautam G.; Hannah D.C.; Malik R.; Liu M.; Gallagher K.G.; Persson K.A.; Ceder G.,"Canepa, Pieremanuele (36695794700); Sai Gautam, Gopalakrishnan (53064540800); Hannah, Daniel C. (59849060200); Malik, Rahul (34979061100); Liu, Miao (56542051400); Gallagher, Kevin G. (23994832600); Persson, Kristin A. (7102591438); Ceder, Gerbrand (7006338051)",36695794700; 53064540800; 59849060200; 34979061100; 56542051400; 23994832600; 7102591438; 7006338051,2017,1097,10.1021/acs.chemrev.6b00614,https://www.scopus.com/pages/publications/85014713058?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Dash R.; Pannala S.,"Dash, Ranjan (56848895200); Pannala, Sreekanth (6603396537)",56848895200; 6603396537,2016,105,10.1038/srep27449,https://www.scopus.com/pages/publications/84975486149?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Tufail M.K.; Zhai P.; Jia M.; Zhao N.; Guo X.,"Tufail, Muhammad Khurram (57219982406); Zhai, Pengbo (57205082280); Jia, Mengyang (57092480700); Zhao, Ning (57200628125); Guo, Xiangxin (35102118400)",57219982406; 57205082280; 57092480700; 57200628125; 35102118400,2023,131,10.34133/energymatadv.0015,https://www.scopus.com/pages/publications/85152138213?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhou G.; Tian H.; Jin Y.; Tao X.; Liu B.; Zhang R.; Seh Z.W.; Zhuo D.; Liu Y.; Sun J.; Zhao J.; Zu C.; Wu D.S.; Zhang Q.; Cui Y.,"Zhou, Guangmin (36464485600); Tian, Hongzhen (57190489016); Jin, Yang (57193125238); Tao, Xinyong (7202692157); Liu, Bofei (57193120475); Zhang, Rufan (57222955947); Seh, Zhi Wei (53264841800); Zhuo, Denys (56715412500); Liu, Yayuan (56676424500); Sun, Jie (55917236400); Zhao, Jie (55758553000); Zu, Chenxi (55571872300); Wu, David Sichen (57193128537); Zhang, Qianfan (9735197000); Cui, Yi (57201126795)",36464485600; 57190489016; 57193125238; 7202692157; 57193120475; 57222955947; 53264841800; 56715412500; 56676424500; 55917236400; 55758553000; 55571872300; 57193128537; 9735197000; 57201126795,2017,1219,10.1073/pnas.1615837114,https://www.scopus.com/pages/publications/85010966922?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Clément R.J.; Lun Z.; Ceder G.,"Clément, R.J. (54883354400); Lun, Z. (55964114800); Ceder, G. (7006338051)",54883354400; 55964114800; 7006338051,2020,482,10.1039/c9ee02803j,https://www.scopus.com/pages/publications/85081789729?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lin F.; Markus I.M.; Doeff M.M.; Xin H.L.,"Lin, Feng (55242415600); Markus, Isaac M. (52663986200); Doeff, Marca M. (57211729013); Xin, Huolin L. (55556113900)",55242415600; 52663986200; 57211729013; 55556113900,2014,127,10.1038/srep05694,https://www.scopus.com/pages/publications/84904469427?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Kan W.H.; Deng B.; Xu Y.; Shukla A.K.; Bo T.; Zhang S.; Liu J.; Pianetta P.; Wang B.-T.; Liu Y.; Chen G.,"Kan, Wang Hay (18037574100); Deng, Biao (7101938045); Xu, Yahong (57190032225); Shukla, Alpesh Khushalchand (8349635000); Bo, Tao (59871576500); Zhang, Shuo (55713449300); Liu, Jin (54925754300); Pianetta, Piero (7006447472); Wang, Bao-Tian (57190944238); Liu, Yijin (14625298600); Chen, Guoying (35267923600)",18037574100; 7101938045; 57190032225; 8349635000; 59871576500; 55713449300; 54925754300; 7006447472; 57190944238; 14625298600; 35267923600,2018,107,10.1016/j.chempr.2018.05.008,https://www.scopus.com/pages/publications/85048265191?origin=resultslist,passed_stage1,plot,dropped_stage2,,dropped — no OCR keywords (stage 2)
Zheng F.; Yang Y.; Chen Q.,"Zheng, Fangcai (37262313900); Yang, Yang (58494666600); Chen, Qianwang (7406332695)",37262313900; 58494666600; 7406332695,2014,1444,10.1038/ncomms6261,https://www.scopus.com/pages/publications/84922180545?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhu J.; Zhang Z.; Zhao S.; Westover A.S.; Belharouak I.; Cao P.-F.,"Zhu, Jiadeng (56316664900); Zhang, Zhen (57219390453); Zhao, Sheng (57200197144); Westover, Andrew S. (55903158600); Belharouak, Ilias (55893925200); Cao, Peng-Fei (34978146200)",56316664900; 57219390453; 57200197144; 55903158600; 55893925200; 34978146200,2021,349,10.1002/aenm.202003836,https://www.scopus.com/pages/publications/85101860889?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Chen C.-H.; Brosa Planella F.; O'Regan K.; Gastol D.; Widanage W.D.; Kendrick E.,"Chen, Chang-Hui (57218505323); Brosa Planella, Ferran (57203187220); O'Regan, Kieran (57216683450); Gastol, Dominika (56367601000); Widanage, W. Dhammika (16317933200); Kendrick, Emma (57202210744)",57218505323; 57203187220; 57216683450; 56367601000; 16317933200; 57202210744,2020,525,10.1149/1945-7111/ab9050,https://www.scopus.com/pages/publications/85086029006?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Park K.; Choi Y.; Choi W.J.; Ryu H.-Y.; Kim H.,"Park, Kyungnam (57209598402); Choi, Yohwan (56508667900); Choi, Won Jae (57215538725); Ryu, Hee-Yeon (57215538527); Kim, Hongseok (56152306100)",57209598402; 56508667900; 57215538725; 57215538527; 56152306100,2020,376,10.1109/ACCESS.2020.2968939,https://www.scopus.com/pages/publications/85081107148?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Goutam S.; Timmermans J.-M.; Omar N.; Van den Bossche P.; Van Mierlo J.,"Goutam, Shovon (57195400188); Timmermans, Jean-Marc (7103290156); Omar, Noshin (35786547600); Van den Bossche, Peter (24319198200); Van Mierlo, Joeri (57203921849)",57195400188; 7103290156; 35786547600; 24319198200; 57203921849,2015,122,10.3390/en8088175,https://www.scopus.com/pages/publications/84941686841?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sun H.; Sun J.; Zhao K.; Wang L.; Wang K.,"Sun, Hanlei (57576616000); Sun, Jianrui (57222230348); Zhao, Kun (57222220679); Wang, Licheng (56259423200); Wang, Kai (56942228000)",57576616000; 57222230348; 57222220679; 56259423200; 56942228000,2022,151,10.1155/2022/9645892,https://www.scopus.com/pages/publications/85128229386?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Adekoya D.; Qian S.; Gu X.; Wen W.; Li D.; Ma J.; Zhang S.,"Adekoya, David (57193315876); Qian, Shangshu (55764896000); Gu, Xingxing (56413574300); Wen, William (12775905700); Li, Dongsheng (57219086449); Ma, Jianmin (57203906041); Zhang, Shanqing (7409376898)",57193315876; 55764896000; 56413574300; 12775905700; 57219086449; 57203906041; 7409376898,2021,170,10.1007/s40820-020-00522-1,https://www.scopus.com/pages/publications/85094200218?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhu B.; Liu G.; Lv G.; Mu Y.; Zhao Y.; Wang Y.; Li X.; Yao P.; Deng Y.; Cui Y.; Zhu J.,"Zhu, Bin (49965157600); Liu, Guoliang (57198573422); Lv, Guangxin (57196074296); Mu, Yu (57205638459); Zhao, Yunlei (57205109559); Wang, Yuxi (57192839711); Li, Xiuqiang (56181009900); Yao, Pengcheng (57203877471); Deng, Yu (12753193600); Cui, Yi (57201126795); Zhu, Jia (57207111145)",49965157600; 57198573422; 57196074296; 57205638459; 57205109559; 57192839711; 56181009900; 57203877471; 12753193600; 57201126795; 57207111145,2019,203,10.1126/sciadv.aax0651,https://www.scopus.com/pages/publications/85075547932?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang T.; Wang Y.; Song T.; Miyaoka H.; Shinzato K.; Miyaoka H.; Ichikawa T.; Shi S.; Zhang X.; Isobe S.; Hashimoto N.; Kojima Y.,"Zhang, Tengfei (55744671500); Wang, Yongming (36026074500); Song, Tao (57191228432); Miyaoka, Hikaru (57225453271); Shinzato, Keita (57192890490); Miyaoka, Hiroki (13409401500); Ichikawa, Takayuki (55234287000); Shi, Siqi (55513668300); Zhang, Xiaogang (35263469600); Isobe, Shigehito (7006706533); Hashimoto, Naoyuki (57206085114); Kojima, Yoshitsugu (7402313743)",55744671500; 36026074500; 57191228432; 57225453271; 57192890490; 13409401500; 55234287000; 55513668300; 35263469600; 7006706533; 57206085114; 7402313743,2018,100,10.1016/j.joule.2018.04.015,https://www.scopus.com/pages/publications/85046742549?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Edge J.S.; O’Kane S.; Prosser R.; Kirkaldy N.D.; Patel A.N.; Hales A.; Ghosh A.; Ai W.; Chen J.; Yang J.; Li S.; Pang M.-C.; Bravo Diaz L.; Tomaszewska A.; Marzook M.W.; Radhakrishnan K.N.; Wang H.; Patel Y.; Wu B.; Offer G.J.,"Edge, Jacqueline S. (57194786775); O’Kane, Simon (55541583000); Prosser, Ryan (57220056413); Kirkaldy, Niall D. (56331175100); Patel, Anisha N. (55229574500); Hales, Alastair (56397877500); Ghosh, Abir (57189491070); Ai, Weilong (55578704700); Chen, Jingyi (57195495929); Yang, Jiang (57222991387); Li, Shen (57216806883); Pang, Mei-Chin (57211480971); Bravo Diaz, Laura (56728511200); Tomaszewska, Anna (57219836440); Marzook, M. Waseem (57207854549); Radhakrishnan, Karthik N. (60135001800); Wang, Huizhi (36844957100); Patel, Yatish (7102704171); Wu, Billy (7403591460); Offer, Gregory J. (23098060000)",57194786775; 55541583000; 57220056413; 56331175100; 55229574500; 56397877500; 57189491070; 55578704700; 57195495929; 57222991387; 57216806883; 57211480971; 56728511200; 57219836440; 57207854549; 60135001800; 36844957100; 7102704171; 7403591460; 23098060000,2021,970,10.1039/d1cp00359c,https://www.scopus.com/pages/publications/85104335545?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wei M.; Ye M.; Bo Li J.; Wang Q.; Xu X.,"Wei, Meng (57220920588); Ye, Min (57201574722); Bo Li, Jia (57222477476); Wang, Qiao (57219855107); Xu, Xinxin (55982689400)",57220920588; 57201574722; 57222477476; 57219855107; 55982689400,2020,119,10.1109/ACCESS.2020.3031340,https://www.scopus.com/pages/publications/85101414737?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Xu L.; Xiao X.; Tu H.; Zhu F.; Wang J.; Liu H.; Huang W.; Deng W.; Hou H.; Liu T.; Ji X.; Amine K.; Zou G.,"Xu, Laiqiang (57213618667); Xiao, Xuhuan (57226484503); Tu, Hanyu (57227583800); Zhu, Fangjun (57215023400); Wang, Jing (57882123900); Liu, Huaxin (57612829800); Huang, Weiyuan (57205153978); Deng, Wentao (55006254500); Hou, Hongshuai (56089330800); Liu, Tongchao (56499615300); Ji, Xiaobo (35915483100); Amine, Khalil (58532441800); Zou, Guoqiang (57188559399)",57213618667; 57226484503; 57227583800; 57215023400; 57882123900; 57612829800; 57205153978; 55006254500; 56089330800; 56499615300; 35915483100; 58532441800; 57188559399,2023,128,10.1002/adma.202303193,https://www.scopus.com/pages/publications/85165425758?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Odeim F.; Roes J.; Heinzel A.,"Odeim, Farouk (55964677000); Roes, Jürgen (57197904902); Heinzel, Angelika (55245717300)",55964677000; 57197904902; 55245717300,2015,107,10.3390/en8076302,https://www.scopus.com/pages/publications/84939208778?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang C.; Xu J.; Cao L.; Wu Z.; Santhanagopalan S.,"Zhang, Chao (56479476400); Xu, Jun (57196733680); Cao, Lei (59861667500); Wu, Zenan (57194025474); Santhanagopalan, Shriram (6507081423)",56479476400; 57196733680; 59861667500; 57194025474; 6507081423,2017,201,10.1016/j.jpowsour.2017.04.103,https://www.scopus.com/pages/publications/85018315713?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
